PeakID (cmd=annotatePeaks.pl merge_chipseq_chipnexus_q10/merge2chip_q10_given.txt dm3 -go merge_chipseq_chipnexus_q10/GO/merge2chip_q10_given/ -genomeOntology merge_chipseq_chipnexus_q10/GenomeOntology/merge2chip_q10_given/ -annStats merge_chipseq_chipnexus_q10/merge2chip_q10_given_stat.txt)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
Merged-chr3R-727874-5	chr3R	727694	728028	+	0.000000	wtInsv__insvInsv|wtElba3__elba3Elba3|wtElba1__elba1Elba1|Insv_ChIPnexus_narrowPeak_q10.bed|Elba3_ChIPnexus_narrowPeak_q10.bed	Intergenic	Intergenic	-4483	NM_079505	40607	Dm.2491	NM_079505		Gnf1	CG1119|DmRFC1|Dmel\CG1119|GTF-1|Gnf-1|Gtf1|ONF-CAACAA|RF-C 140|RFC|RFC1|RfC|RfC140|dRF-Cp140|dRFC140|gnf1|gtf1|rfc1	Germ line transcription factor 1	protein-coding
Merged-chr3R-9260198-11	chr3R	9258914	9260959	+	0.000000	wtInsv__insvInsv|wtElba3__elba3Elba3|Insv_ChIPnexus_narrowPeak_q10.bed|Elba3_ChIPnexus_narrowPeak_q10.bed	exon (NM_001144574, exon 1 of 10)	exon (NM_001144574, exon 1 of 10)	770	NM_142034	41656	Dm.1183	NM_142034		yrt	CG9764|Dmel\CG9764|Nbl4|Yrt|dlhB|l(3)87Ek|l(3)E19|l(3)m112|m112	yurt	protein-coding
Merged-chrX-16321239-4	chrX	16320604	16321940	+	0.000000	wtInsv__insvInsv|wtElba3__elba3Elba3	intron (NM_167520, intron 1 of 6)	intron (NM_167520, intron 1 of 6)	4408	NM_167521	32613		NM_167520		hang	BcDNA:GM07804|BcDNA:LD22118|CG32575|CG4411|CG4416|Dmel\CG32575|HANG|LD22118	hangover	protein-coding
Merged-chr3R-21884526-5	chr3R	21883698	21885622	+	0.000000	wtElba3__elba3Elba3|Insv_ChIPnexus_narrowPeak_q10.bed	promoter-TSS (NM_001170272)	promoter-TSS (NM_001170272)	329	NM_143203	43169	Dm.5854	NM_143203		RpL34a	CG6090|Dmel\CG6090|L34|RpL34	Ribosomal protein L34a	protein-coding
Merged-chr2L-20778580-2	chr2L	20778360	20778796	+	0.000000	wtInsv__insvInsv|wtElba3__elba3Elba3	intron (NM_001273712, intron 2 of 2)	intron (NM_001273712, intron 2 of 2)	7684	NM_134301	35341	Dm.2073	NM_057606		cad	38E.19|CAD|CG1759|Cad|Dmel\CG1759|S67|anon-WO2004063362.83|cd	caudal	protein-coding
Merged-chr3L-7876688-1	chr3L	7876584	7876793	+	0.000000	wtInsv__insvInsv	intron (NM_168240, intron 2 of 4)	intron (NM_168240, intron 2 of 4)	-11292	NM_139903	38878	Dm.7849	NM_139903		eIF4E-5	CG8277|CT24507|Dmel\CG8277|eIF4E	eIF4E-5	protein-coding
Merged-chr3L-19578607-1	chr3L	19578458	19578756	+	0.000000	wtElba3__elba3Elba3	promoter-TSS (NM_001104176)	promoter-TSS (NM_001104176)	463	NM_140871	40130	Dm.10979	NM_140871		CG9231	Dmel\CG9231	CG9231	protein-coding
Merged-chr3L-3899112-1	chr3L	3898952	3899272	+	0.000000	wtElba3__elba3Elba3	promoter-TSS (NM_139578)	promoter-TSS (NM_139578)	44	NM_139578	38455	Dm.5809	NM_139578		Ccz1	C7orf28B|CG14980|Dccz1|Dmel\CG14980|NP_647835	Caffeine, calcium, zinc sensitivity 1	protein-coding
Merged-chr2R-2989131-1	chr2R	2989000	2989262	+	0.000000	wtInsv__insvInsv	intron (NM_165507, intron 1 of 6)	intron (NM_165507, intron 1 of 6)	3068	NM_165507	53557	Dm.1620	NM_080251		esn	CG12833|CG12835|CG43722|Dm_2R:11728|Dmel\CG43722|Dmel_CG12833|Dmel_CG12835	espinas	protein-coding
Merged-chrX-4571685-1	chrX	4571474	4571897	+	0.000000	wtElba3__elba3Elba3	promoter-TSS (NM_167013)	promoter-TSS (NM_167013)	-119	NM_167013	45922	Dm.1470	NM_080113		rap	APC/C[Fzr/Cdh1]|CDH1|CG3000|Cdh1|Cdh1/Fzr|Cdh1[Fzr]|Cdh[Fzr]|Dmel\CG3000|Fxr|Fzr|Fzr/rap|Hec/Cdh[Fzr]|Rap/Fzr|anon-WO03040301.193|cdh1|dFZR|fzr|fzr/Cdh1|l(1)G0326|l(1)G0418|rap/Fzr|rap/fizzy-related|rap/fzr|redax|wex	retina aberrant in pattern	protein-coding
Merged-chr3L-13958600-4	chr3L	13958263	13958930	+	0.000000	wtInsv__insvInsv|wtElba3__elba3Elba3|wtElba1__elba1Elba1	promoter-TSS (NM_079338)	promoter-TSS (NM_079338)	293	NM_001300135	317878	Dm.4431	NM_168566		Nxf3	CG32135|Dmel\CG32135|NXF3|nxf3	Nuclear export factor 3	protein-coding
Merged-chr3RHet-2308281-3	chr3RHet	2308238	2308322	+	0.000000	Elba3_ChIPnexus_narrowPeak_q10.bed|Elba2_ChIPnexus_narrowPeak_q5.bed|Elba1_ChIPnexus_narrowPeak_q10.bed	Intergenic	(GAGAA)n|Simple_repeat|Simple_repeat	-66162	NM_001300713	7354470	Dm.37091	NM_001144066		CG42402	CG12453|CG41358|Dmel\CG42402|Dmel_CG12453|Dmel_CG41358	uncharacterized protein	protein-coding
Merged-chr3L-6016426-2	chr3L	6016271	6016605	+	0.000000	wtInsv__insvInsv|Insv_ChIPnexus_narrowPeak_q10.bed	intron (NM_168153, intron 4 of 6)	intron (NM_168153, intron 4 of 6)	11273	NM_001316456	38679	Dm.31176	NM_139753		CG10477	Dmel\CG10477|SP51|anon-WO0140519.232	uncharacterized protein	protein-coding
Merged-chr2R-1903869-6	chr2R	1903585	1904121	+	0.000000	wtElba3__elba3Elba3|wtElba2__elba2Elba2|wtElba1__elba1Elba1|Elba3_ChIPnexus_narrowPeak_q10.bed|Elba2_ChIPnexus_narrowPeak_q5.bed|Elba1_ChIPnexus_narrowPeak_q10.bed	promoter-TSS (NM_078901)	promoter-TSS (NM_078901)	-659	NM_078901	35526	Dm.7040	NM_078901		Act42A	42A|A|ACT2_DROME|AFFX-Dros-ACTIN_M_r_at|Act|Act42|Act42a|Actin|Actin/BAP47|ArpB|BAP47|C|CG12051|Dmel\CG12051|act 42A|act42A|actin	Actin 42A	protein-coding
Merged-chrX-18430610-3	chrX	18430172	18431013	+	0.000000	wtInsv__insvInsv|wtElba3__elba3Elba3	intron (NM_167625, intron 1 of 3)	intron (NM_167625, intron 1 of 3)	1896	NM_176758	32846	Dm.2877	NM_078678		Bx	Bd|CG10548|CG15048|CG44425|CG6500|DLMO|Dlmo|Dmel\CG44425|Dmel_CG15048|Dmel_CG6500|LMO|Lmo|Ptd|Rho|beadex/dLMO|dLMO|dLmo|dlmo|dttg|fliH|hdp|hdp-a|hld	Beadex	protein-coding
Merged-chrX-17245087-2	chrX	17244961	17245255	+	0.000000	wtInsv__insvInsv|Insv_ChIPnexus_narrowPeak_q10.bed	Intergenic	Intergenic	27929	NR_047828	12797991		NR_047828		CR43491	Dmel\CR43491	ncRNA	ncRNA
Merged-chr2R-11359437-1	chr2R	11359389	11359485	+	0.000000	Insv_ChIPnexus_narrowPeak_q10.bed	TTS (NM_001103857)	TTS (NM_001103857)	10902	NM_001299529	36713	Dm.638	NM_137195		CG8180	Dmel\CG8180	CG8180	protein-coding
Merged-chr3LHet-364098-2	chr3LHet	363836	364332	+	0.000000	wtInsv__insvInsv|Insv_ChIPnexus_narrowPeak_q10.bed	Intergenic	Intergenic	-46378	NM_001170374	8673970	Dm.30722	NM_001170374		CG40472	CR40472|Dmel\CG40472|ND-AGGGL	uncharacterized protein	protein-coding
Merged-chr2R-20472517-10	chr2R	20472052	20473406	+	0.000000	wtInsv__insvInsv|wtElba3__elba3Elba3|wtElba2__elba2Elba2|wtElba1__elba1Elba1|Insv_ChIPnexus_narrowPeak_q10.bed|Elba3_ChIPnexus_narrowPeak_q10.bed|Elba2_ChIPnexus_narrowPeak_q5.bed|Elba1_ChIPnexus_narrowPeak_q10.bed	intron (NM_166677, intron 2 of 8)	intron (NM_166677, intron 2 of 8)	-2501	NM_001299920	37929	Dm.4060	NM_138094		pio	CG30167|CG3541|Dmel\CG3541|Pio	piopio	protein-coding
Merged-chrU-9795841-4	chrU	9795682	9795949	+	0.000000	wtElba2__elba2Elba2|Insv_ChIPnexus_narrowPeak_q10.bed|Elba2_ChIPnexus_narrowPeak_q5.bed|Elba1_ChIPnexus_narrowPeak_q10.bed	intron (NR_004048, intron 1 of 1)	intron (NR_004048, intron 1 of 1)	48543	NR_133557	26067168		NR_133557		2SrRNA:CR45840	CR45840|Dmel\CR45840	2S ribosomal RNA:CR45840	rRNA
Merged-chr3L-17795396-2	chr3L	17795153	17795598	+	0.000000	wtElba3__elba3Elba3|Insv_ChIPnexus_narrowPeak_q10.bed	promoter-TSS (NM_140751)	promoter-TSS (NM_140751)	4	NM_140751	39978	Dm.3072	NM_140751		NUCB1	CG32190|CG5587|Dmel\CG32190|NucB1|nucb1	NUCB1	protein-coding
Merged-chr2R-5439830-2	chr2R	5439641	5440043	+	0.000000	wtInsv__insvInsv|Insv_ChIPnexus_narrowPeak_q10.bed	promoter-TSS (NR_073861)	promoter-TSS (NR_073861)	-507	NR_073860	14462569		NR_073860		CR43651	Dmel\CR43651|pri-mir-14	ncRNA	ncRNA
Merged-chr2L-6000338-1	chr2L	6000213	6000463	+	0.000000	wtElba3__elba3Elba3	promoter-TSS (NM_078762)	promoter-TSS (NM_078762)	110	NM_001103623	33838	Dm.18293	NM_001103623		Tsp26A	CG9093|Dm.Tsp26A|Dmel\CG9093	Tetraspanin 26A	protein-coding
Merged-chr3R-11158937-4	chr3R	11158411	11159406	+	0.000000	wtInsv__insvInsv|wtElba3__elba3Elba3|wtElba1__elba1Elba1|Insv_ChIPnexus_narrowPeak_q10.bed	promoter-TSS (NM_142190)	promoter-TSS (NM_142190)	-53	NM_079640	41860	Dm.1208	NM_079640		FK506-bp1	CG6226|Dmel\CG6226|FK506bp1|FKBP39|FKbp39|IFK506-bp1	FK506-binding protein 1	protein-coding
Merged-chr2R-18882113-3	chr2R	18881937	18882247	+	0.000000	wtInsv__insvInsv|Insv_ChIPnexus_narrowPeak_q10.bed	3' UTR (NM_137901, exon 6 of 6)	3' UTR (NM_137901, exon 6 of 6)	4315	NM_137901	37652	Dm.13253	NM_137901		CG9896	Dmel\CG9896	CG9896	protein-coding
Merged-chr2R-16003494-2	chr2R	16003320	16003682	+	0.000000	wtElba3__elba3Elba3|wtElba1__elba1Elba1	exon (NM_057466, exon 1 of 1)	exon (NM_057466, exon 1 of 1)	4485	NM_057466	37277	Dm.4118	NM_057466		18w	18-w|18-wheeler|18W|CG8896|CT25100|Dmel\CG8896|Toll-2|l(2)00053|tlr|toll	18 wheeler	protein-coding
Merged-chr2R-3365020-9	chr2R	3364174	3365623	+	0.000000	wtInsv__insvInsv|wtElba3__elba3Elba3|wtElba2__elba2Elba2|wtElba1__elba1Elba1|Elba3_ChIPnexus_narrowPeak_q10.bed|Elba2_ChIPnexus_narrowPeak_q5.bed	promoter-TSS (NM_136441)	promoter-TSS (NM_136441)	-231	NM_165531	45398	Dm.7844	NM_136441		Aldh-III	ALDH|ALDH-III|CG11140|CT41571|Dhap|Dmel\CG11140|FALDH|l(2)03610	Aldehyde dehydrogenase type III	protein-coding
Merged-chr3R-6087918-3	chr3R	6087344	6088515	+	0.000000	wtInsv__insvInsv|wtElba3__elba3Elba3	promoter-TSS (NM_141733)	promoter-TSS (NM_141733)	84	NM_144351	53439	Dm.1557	NM_144351		pont	0229/05|CG4003|Dmel\CG4003|PON|PONT|Pont|Pontin|RUVBL1|Tip49|Tip49/Pontin|anon-WO0118547.698|dPon|dPontin|dRUVBL1|dpon|l(3)S022905|pon	pontin	protein-coding
Merged-chr2R-7538973-8	chr2R	7538274	7540013	+	0.000000	wtElba3__elba3Elba3|wtElba2__elba2Elba2|wtElba1__elba1Elba1	promoter-TSS (NM_001103804)	promoter-TSS (NM_001103804)	-22	NM_001103803	36244	Dm.22058	NM_136845		CG9003	Dmel\CG9003|FBXL2	CG9003	protein-coding
Merged-chr2L-11948866-3	chr2L	11948496	11949220	+	0.000000	wtInsv__insvInsv|Insv_ChIPnexus_narrowPeak_q10.bed	TTS (NM_135682)	TTS (NM_135682)	893	NM_135682	34605		NM_135682		CG16964	BcDNA:GH05159|Dmel\CG16964	uncharacterized protein	protein-coding
Merged-chr3L-14268361-5	chr3L	14267965	14268735	+	0.000000	wtElba3__elba3Elba3|wtElba2__elba2Elba2|wtElba1__elba1Elba1|Elba3_ChIPnexus_narrowPeak_q10.bed|Elba1_ChIPnexus_narrowPeak_q10.bed	exon (NM_080073, exon 1 of 5)	exon (NM_080073, exon 1 of 5)	907	NM_080073	45307	Dm.1456	NM_080073		fz	CG17697|CG3646|DFZ1|DFz|DFz1|Dfz|Dfz1|Dm Fz1|Dmel\CG17697|FZ|Frz|Fz|Fz1|dFz|frz|fz1|fz[[1]]	frizzled	protein-coding
Merged-chr3L-7719494-2	chr3L	7719208	7719668	+	0.000000	wtElba3__elba3Elba3|Insv_ChIPnexus_narrowPeak_q10.bed	exon (NM_139893, exon 1 of 5)	exon (NM_139893, exon 1 of 5)	135	NM_001316447	38865	Dm.22521	NM_139893		CG7457	CT13960|Dmel\CG7457	CG7457	protein-coding
Merged-chr3R-2992967-1	chr3R	2992853	2993082	+	0.000000	wtInsv__insvInsv	intron (NM_169177, intron 2 of 9)	intron (NM_169177, intron 2 of 9)	-4309	NR_133350	26067237		NR_133350		CR45909	Dmel\CR45909	ncRNA	ncRNA
Merged-chr2L-12201148-2	chr2L	12200829	12201486	+	0.000000	wtInsv__insvInsv|Insv_ChIPnexus_narrowPeak_q10.bed	promoter-TSS (NM_001273477)	promoter-TSS (NM_001273477)	-169	NM_001273477	34648	Dm.4487	NM_165002		bru1	ARET|Aret|BcDNA:GM15173|Bru|Bruno|CG31762|CG6319|Dm Bru|Dmel\CG31762|NEST:bs01g04|NEST:bs34h11|aret|aret/bruno1|arrest/Bruno|bru|bruno|ms(2)01284	bruno 1	protein-coding
Merged-chr2L-12522723-8	chr2L	12522465	12522956	+	0.000000	wtInsv__insvInsv|wtElba3__elba3Elba3|wtElba2__elba2Elba2|wtElba1__elba1Elba1|Insv_ChIPnexus_narrowPeak_q10.bed|Elba3_ChIPnexus_narrowPeak_q10.bed|Elba2_ChIPnexus_narrowPeak_q5.bed|Elba1_ChIPnexus_narrowPeak_q10.bed	intron (NM_001042892, intron 5 of 7)	intron (NM_001042892, intron 5 of 7)	14602	NR_047947	12798169		NR_047947		snoRNA:CG43051-a	CR43573|Dmel\CR43573|snoRNA:bun-a	ncRNA	ncRNA
Merged-chr3L-3624986-3	chr3L	3624700	3625294	+	0.000000	wtInsv__insvInsv|wtElba3__elba3Elba3|wtElba1__elba1Elba1	Intergenic	Intergenic	-1355	NM_001104023	38436	Dm.27049	NM_001104023		dar1	CG12029|Dar1|Dmel\CG12029|l(3)63Ed|l(3)SH5	dendritic arbor reduction 1	protein-coding
Merged-chr2L-16902112-1	chr2L	16902012	16902213	+	0.000000	wtElba3__elba3Elba3	exon (NM_135978, exon 1 of 3)	exon (NM_135978, exon 1 of 3)	106	NM_135978	35027		NM_135978		CG12288	Dmel\CG12288|cg12288	uncharacterized protein	protein-coding
Merged-chr3L-124222-1	chr3L	124112	124333	+	0.000000	wtInsv__insvInsv	TTS (NR_124736)	TTS (NR_124736)	1198	NR_124736	19834790		NR_124736		CR45401	Dmel\CR45401	ncRNA	ncRNA
Merged-chr2L-6098914-9	chr2L	6098223	6099297	+	0.000000	wtInsv__insvInsv|wtElba3__elba3Elba3|wtElba2__elba2Elba2|wtElba1__elba1Elba1|Insv_ChIPnexus_narrowPeak_q10.bed|Elba3_ChIPnexus_narrowPeak_q10.bed|Elba2_ChIPnexus_narrowPeak_q5.bed|Elba1_ChIPnexus_narrowPeak_q10.bed	5' UTR (NM_135151, exon 1 of 4)	5' UTR (NM_135151, exon 1 of 4)	206	NM_164681	33862	Dm.3923	NM_135151		CG9175	Dmel\CG9175|Sec12	CG9175	protein-coding
Merged-chrX-17996145-1	chrX	17996022	17996268	+	0.000000	wtElba3__elba3Elba3	promoter-TSS (NM_133040)	promoter-TSS (NM_133040)	142	NM_078673	32792	Dm.2709	NM_078673		Taf8	CG7128|Dmel\CG7128|HL-VIII|Prodos|TAF|TAF8|TAF[[II]]|TFIID|dmTAF8|l(1)16Fg|pds|pro|prod	TBP-associated factor 8	protein-coding
Merged-chr3L-16005686-3	chr3L	16005519	16005906	+	0.000000	wtElba3__elba3Elba3|wtElba2__elba2Elba2|wtElba1__elba1Elba1	promoter-TSS (NM_140569)	promoter-TSS (NM_140569)	-800	NM_140569	39750	Dm.10758	NM_140569		mib1	CG5841|D-mib|D-mib1|Dmel\CG5841|Dmib|MIB1|Mib|Mib1|dmib1|l(3)72CDa|l(3)72Db|mib|mib1/2|mind-bomb	mind bomb 1	protein-coding
Merged-chr3R-26887184-3	chr3R	26886941	26887389	+	0.000000	wtInsv__insvInsv|wtElba3__elba3Elba3|Insv_ChIPnexus_narrowPeak_q10.bed	promoter-TSS (NM_079863)	promoter-TSS (NM_079863)	-233	NM_079863	43673	Dm.1901	NM_079863		dco	0538/13|0915/10|1396/02|1447/01|1460/09|CG2048|CK1delta/epsilon|CK1epsilon|CKIepsilon|DBT|DBT/CK1epsilon|DCO|DCO/CKIe|Dbt|Dco|Dco/CK1|Dmel\CG2048|ck1epsilon|dCKIepsilon|dbt|dco-1|ddbt|l(3)S053813|l(3)S144701|l(3)dco|l(3)dco-1|l(3)discs overgrown|l(3)discs overgrown-1|l(3)j3B9|l(3)rK215	discs overgrown	protein-coding
Merged-chr3R-27771637-1	chr3R	27771463	27771812	+	0.000000	Insv_ChIPnexus_narrowPeak_q10.bed	intron (NM_001104523, intron 5 of 15)	intron (NM_001104523, intron 5 of 15)	-8523	NM_001170321	48571	Dm.19417	NM_079964		heph	CG2094|CG2290|CG31000|DmPTB|Dmel\CG31000|HEPH|Heph|PTB|Ptb|dPTB|dmPTB|ema|hnRNP I|l(3)03429|l(3)j11B9|ptb	hephaestus	protein-coding
Merged-chrX-6672071-5	chrX	6671818	6672273	+	0.000000	wtElba3__elba3Elba3|wtElba1__elba1Elba1|Elba3_ChIPnexus_narrowPeak_q10.bed|Elba2_ChIPnexus_narrowPeak_q5.bed|Elba1_ChIPnexus_narrowPeak_q10.bed	intron (NM_001298036, intron 1 of 7)	intron (NM_001298036, intron 1 of 7)	1647	NM_001298036	31617	Dm.58	NM_132121		shf	CG3134|CG3135|CT10514|D-Wif|DmWIF|DmWif|Dmel\CG3135|Shf|shf-ov	shifted	protein-coding
Merged-chr2L-491016-11	chr2L	489446	492615	+	0.000000	wtInsv__insvInsv|wtElba3__elba3Elba3|Insv_ChIPnexus_narrowPeak_q10.bed	promoter-TSS (NR_133061)	promoter-TSS (NR_133061)	195	NM_001272899	33225	Dm.4716	NM_057432		ush	CG2762|Dmel\CG2762|FOG|USH|Ush|ZFPM2|dFOG|l(2)19|u-sh|ushaped	u-shaped	protein-coding
Merged-chr3R-5703515-2	chr3R	5703296	5703757	+	0.000000	wtInsv__insvInsv|wtElba3__elba3Elba3	intron (NR_125125, intron 1 of 1)	intron (NR_125125, intron 1 of 1)	694	NR_125125	19836011		NR_125125		CR45029	Dmel\CR45029	ncRNA	ncRNA
Merged-chr2R-1580862-2	chr2R	1580508	1581217	+	0.000000	wtInsv__insvInsv	Intergenic	Intergenic	-1634	NM_136336	35505	Dm.7042	NM_136336		scaf	CG11066|CG15900|Dmel\CG11066|SPH142|scarf	scarface	protein-coding
Merged-chr3R-18943618-1	chr3R	18943433	18943803	+	0.000000	wtElba3__elba3Elba3	promoter-TSS (NM_079734)	promoter-TSS (NM_079734)	35	NM_142869	42734	Dm.1290	NM_142869		Rassf	CG4656|Dmel\CG4656|RASSF|dRASSF|dRassf|dmRASSF	Ras association family member	protein-coding
Merged-chr3R-7257453-4	chr3R	7257013	7257938	+	0.000000	wtElba3__elba3Elba3|Insv_ChIPnexus_narrowPeak_q10.bed|Elba3_ChIPnexus_narrowPeak_q10.bed	promoter-TSS (NM_141817)	promoter-TSS (NM_141817)	15	NM_141817	41373	Dm.1150	NM_141817		CG5276	Dmel\CG5276	CG5276	protein-coding
Merged-chrX-6907289-16	chrX	6904853	6909552	+	0.000000	wtInsv__insvInsv|wtElba3__elba3Elba3|wtElba1__elba1Elba1|Insv_ChIPnexus_narrowPeak_q10.bed|Elba3_ChIPnexus_narrowPeak_q10.bed	promoter-TSS (NM_132149)	promoter-TSS (NM_132149)	493	NM_132148	31648	Dm.14895	NM_132148		CG3032	Dmel\CG3032	CG3032	protein-coding
Merged-chr3R-191695-2	chr3R	191578	191812	+	0.000000	Insv_ChIPnexus_narrowPeak_q10.bed	3' UTR (NM_141202, exon 7 of 7)	3' UTR (NM_141202, exon 7 of 7)	6090	NM_141202	40551	Dm.11358	NM_141202		CG1090	Dmel\CG1090	CG1090	protein-coding
Merged-chrX-4117016-4	chrX	4116797	4117254	+	0.000000	wtElba3__elba3Elba3|wtElba2__elba2Elba2|wtElba1__elba1Elba1|Elba3_ChIPnexus_narrowPeak_q10.bed	exon (NM_131926, exon 14 of 14)	exon (NM_131926, exon 14 of 14)	4822	NM_131926	31366	Dm.26454	NM_131926		CG15570	Dmel\CG15570	uncharacterized protein	protein-coding
Merged-chr2L-5721094-3	chr2L	5720883	5721311	+	0.000000	wtElba3__elba3Elba3|wtElba1__elba1Elba1|Elba3_ChIPnexus_narrowPeak_q10.bed	promoter-TSS (NM_001169419)	promoter-TSS (NM_001169419)	46	NM_079986	44238	Dm.1847	NM_079986		sip1	BcDNA:GH11690|CG7238|Dmel\CG7238|GH11690	septin interacting protein 1	protein-coding
Merged-chrX-7174459-3	chrX	7174245	7174704	+	0.000000	wtInsv__insvInsv|wtElba3__elba3Elba3|Insv_ChIPnexus_narrowPeak_q10.bed	TTS (NM_132159)	TTS (NM_132159)	4436	NM_001298047	31662	Dm.33530	NM_132159		CG1677	Dmel\CG1677	CG1677	protein-coding
Merged-chr3R-18353635-1	chr3R	18353437	18353834	+	0.000000	wtElba3__elba3Elba3	intron (NM_142801, intron 1 of 5)	intron (NM_142801, intron 1 of 5)	750	NM_142801	42653	Dm.14178	NM_142801		CG5346	Dmel\CG5346	CG5346	protein-coding
Merged-chr3R-16959391-7	chr3R	16958722	16959637	+	0.000000	wtInsv__insvInsv|wtElba3__elba3Elba3|wtElba2__elba2Elba2|wtElba1__elba1Elba1|Elba3_ChIPnexus_narrowPeak_q10.bed|Elba2_ChIPnexus_narrowPeak_q5.bed|Elba1_ChIPnexus_narrowPeak_q10.bed	promoter-TSS (NM_142691)	promoter-TSS (NM_142691)	424	NM_142690	42508		NM_142690		CG7009	Dmel\CG7009	CG7009	protein-coding
Merged-chr2L-10856490-1	chr2L	10856348	10856632	+	0.000000	wtElba3__elba3Elba3	TTS (NM_057988)	TTS (NM_057988)	154	NM_058101	34503	Dm.3214	NM_058101		Dnz1	CG6627|DNZ1|Dmel\CG6627	DNZDHHC/NEW1 zinc finger protein 11	protein-coding
Merged-chr2L-9464733-3	chr2L	9464459	9464966	+	0.000000	wtInsv__insvInsv|Insv_ChIPnexus_narrowPeak_q10.bed	TTS (NM_001273362)	TTS (NM_001273362)	-5614	NR_073747	14462731		NR_073747		CR43769	Dmel\CR43769|lincRNA.90	ncRNA	ncRNA
Merged-chr3R-2232126-4	chr3R	2231982	2232308	+	0.000000	wtElba3__elba3Elba3|wtElba2__elba2Elba2|wtElba1__elba1Elba1|Elba3_ChIPnexus_narrowPeak_q10.bed	promoter-TSS (NM_001170060)	promoter-TSS (NM_001170060)	-432	NM_001275387	40793	Dm.20383	NM_141398		gpp	0732/14|BcDNA:SD05230|CG10272|CG33324|CG42803|DOT1L|Dmel\CG42803|Dmel_CG10272|Dmel_CG33324|Gpp|anon-WO0118547.319|dDOT1L|dDot1|grp|l(3)03342|l(3)S073214b|l(3)sA3484	grappa	protein-coding
Merged-chr3L-17332367-2	chr3L	17332123	17332535	+	0.000000	wtInsv__insvInsv|wtElba3__elba3Elba3	promoter-TSS (NM_140711)	promoter-TSS (NM_140711)	33	NM_140711	39930	Dm.3837	NM_140711		CG6479	Dmel\CG6479	CG6479	protein-coding
Merged-chr2L-12681159-2	chr2L	12680827	12681376	+	0.000000	wtElba3__elba3Elba3|wtElba1__elba1Elba1	intron (NM_165017, intron 4 of 4)	intron (NM_165017, intron 4 of 4)	2497	NM_078834	34673	Dm.4704	NM_078834		pdm2	CG12287|CG15486|CG15487|Dmel\CG12287|Oct-2|Oct2|Pdm|Pdm-2|Pdm2|dOct2|dPOU-28|dPOU28|dPOU28/pdm-2|dim|dpou28|miti|pdm|pdm-2	POU domain protein 2	protein-coding
Merged-chr3L-19142199-4	chr3L	19142035	19142395	+	0.000000	wtInsv__insvInsv|wtElba3__elba3Elba3|Insv_ChIPnexus_narrowPeak_q10.bed|Elba2_ChIPnexus_narrowPeak_q5.bed	intron (NM_168787, intron 2 of 2)	intron (NM_168787, intron 2 of 2)	-2355	NM_079431	40090	Dm.2524	NM_079431		fz2	CG9739|D-Fz2|D-fz2|DFZ2|DFz-2|DFz2|Dfrz2|Dfz2|Dfz[[2]]|Dm Fz2|Dmel\CG9739|FZ2|Fz2|dFz2|dfz(2)|dfz2|dfz2r|frz2|fz-2	frizzled 2	protein-coding
Merged-chrX-2050153-2	chrX	2049926	2050531	+	0.000000	wtInsv__insvInsv|wtElba3__elba3Elba3	promoter-TSS (NM_166931)	promoter-TSS (NM_166931)	-293	NM_166931	31187		NM_080303		wapl	C204|CG3707|Dmel\CG3707|EG:87B1.2|N2|RNA D|RNAD|Wapl|l(1)2Dd|l(1)2Df|l(1)C204|l(1)N2|l(1)N5[72]|l74|pasc|wap	wings apart-like	protein-coding
Merged-chr2L-6339561-4	chr2L	6339180	6339974	+	0.000000	wtInsv__insvInsv|wtElba3__elba3Elba3|wtElba1__elba1Elba1|Insv_ChIPnexus_narrowPeak_q10.bed	promoter-TSS (NM_001273198)	promoter-TSS (NM_001273198)	-248	NM_001273200	33883	Dm.6997	NM_057810		Cpr	CCR|CG11567|CPR|DMR|DmCPR|Dmel\CG11567|NCPR|P450|cpr	Cytochrome P450 reductase	protein-coding
Merged-chr2R-5000558-1	chr2R	5000411	5000705	+	0.000000	wtElba3__elba3Elba3	exon (NM_136611, exon 2 of 2)	exon (NM_136611, exon 2 of 2)	898	NM_136611	35925	Dm.3517	NM_136611		Mys45A	CG8070|Dmel\CG8070|Mys-45A|Mys45a|anon-WO0118547.170	Mystery 45A	protein-coding
Merged-chr3L-18217014-3	chr3L	18216847	18217110	+	0.000000	wtElba3__elba3Elba3|Elba3_ChIPnexus_narrowPeak_q10.bed|Elba1_ChIPnexus_narrowPeak_q10.bed	Intergenic	Intergenic	-6751	NR_133263	26067262		NR_133263		CR45935	Dmel\CR45935|lincRNA.600	ncRNA	ncRNA
Merged-chr3L-4133828-12	chr3L	4133080	4134807	+	0.000000	wtInsv__insvInsv|wtElba3__elba3Elba3|wtElba1__elba1Elba1|Insv_ChIPnexus_narrowPeak_q10.bed|Elba3_ChIPnexus_narrowPeak_q10.bed	TTS (NM_079191)	TTS (NM_079191)	607	NM_001274473	38491	Dm.14813	NM_139604		ens	CG14998|Dm-308|Dmel\CG14998|ensc|swoosh	ensconsin	protein-coding
