PeakID (cmd=annotatePeaks.pl /home/jwen/projects/qi/elba/code_NC/data/chipnexus_peaks/Insv_ChIPnexus/Insv_ChIPnexus_q10_narrowPeak.bed dm3 -genomeOntology /home/jwen/projects/qi/elba/code_NC/data/chipnexus_peaks/Insv_ChIPnexus/ -annStats /home/jwen/projects/qi/elba/code_NC/data/chipnexus_peaks/Insv_ChIPnexus/Insv_ChIPnexus_q10_narrowPeak_stat.txt)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
Insv_ChIPnexus_peak_12309	chrU	2618766	2618872	+	119	NA	Intergenic	Intergenic	46428	NR_048530	10178881		NR_048530		CR40629	CG40629|Dmel\CR40629|Dmel_CG40629	ncRNA	ncRNA
Insv_ChIPnexus_peak_11317	chr3R	20763902	20764089	+	119	NA	promoter-TSS (NM_057923)	promoter-TSS (NM_057923)	-51	NM_057923	42985	Dm.1324	NM_057923		Osbp	CG6708|Dmel\CG6708|OSBP|OSBP-Dm|osbp	Oxysterol binding protein	protein-coding
Insv_ChIPnexus_peak_14217	chrX	16042411	16042485	+	119	NA	5' UTR (NM_001272670, exon 1 of 4)	5' UTR (NM_001272670, exon 1 of 4)	562	NM_167487	64875	Dm.10726	NM_167487		disco-r	CG32577|CG9219|CG9223|Dmel\CG32577	disco-related	protein-coding
Insv_ChIPnexus_peak_12545a	chrX	1216343	1216541	+	119	NA	promoter-TSS (NM_130545)	promoter-TSS (NM_130545)	-47	NM_166876	31075	Dm.33864	NM_130544		DAAM	CG14622|Daam|Dmel\CG14622|EG:114D9.2|anon-EST:Posey148|dDAAM|dDaam|daam	Dishevelled Associated Activator of Morphogenesis	protein-coding
Insv_ChIPnexus_peak_12082	chr3RHet	2473885	2473972	+	119	NA	promoter-TSS (NM_001201439)	promoter-TSS (NM_001201439)	-359	NM_001201439	3354921	Dm.27612	NM_001015157		Gfat1	CG12449|CG40197|Dmel/Gfat1|Dmel\CG12449|GFAT|Gfat|gfat|gfat1	Glutamine:fructose-6-phosphate aminotransferase 1	protein-coding
Insv_ChIPnexus_peak_6967b	chr3L	11911457	11911746	+	119	NA	intron (NM_001300108, intron 2 of 3)	intron (NM_001300108, intron 2 of 3)	-3012	NM_140265	39347	Dm.15370	NM_140265		CG11588	Dmel\CG11588	uncharacterized protein	protein-coding
Insv_ChIPnexus_peak_13476	chrX	9149196	9149298	+	119	NA	promoter-TSS (NM_132322)	promoter-TSS (NM_132322)	-954	NM_132322	31874	Dm.6684	NM_132322		ric8a	CG15797|DmRic8|Dmel\CG15797|RIC-8|Ric-8|l(1)G0397|ric-8|ric-8a	ric8a	protein-coding
Insv_ChIPnexus_peak_1866	chr2L	14825835	14826040	+	119	NA	Intergenic	Intergenic	15176	NM_205995	2768926		NM_205995		CG33309	BG:DS06874.7|DS06874.7|Dmel\CG33309|NEST:bs22a11	uncharacterized protein	protein-coding
Insv_ChIPnexus_peak_5095	chr2R	18525189	18525311	+	119	NA	promoter-TSS (NM_137847)	promoter-TSS (NM_137847)	-18	NM_057878	37586	Dm.4856	NM_057878		Cdk9	CDK9|CG5179|Dmel\CG5179|P-TEF|P-TEFb|PTefb|cdk9	Cyclin-dependent kinase 9	protein-coding
Insv_ChIPnexus_peak_380a	chr2L	3301980	3302319	+	119	NA	intron (NM_134916, intron 1 of 7)	intron (NM_134916, intron 1 of 7)	981	NM_134916	33541	Dm.10919	NM_134916		CG9663	Dmel\CG9663	CG9663	protein-coding
Insv_ChIPnexus_peak_2414b	chr2L	19887386	19887779	+	119	NA	intron (NM_206007, intron 4 of 15)	intron (NM_206007, intron 4 of 15)	4968	NM_206009	35273	Dm.26847	NM_206009		CG10481	Dmel\CG10481	uncharacterized protein	protein-coding
Insv_ChIPnexus_peak_2494	chr2L	20380128	20380227	+	119	NA	intron (NM_136186, intron 1 of 5)	intron (NM_136186, intron 1 of 5)	2179	NM_136186	35308	Dm.13525	NM_136186		CG16798	38C.41|Dmel\CG16798	uncharacterized protein	protein-coding
Insv_ChIPnexus_peak_506	chr2L	4442327	4442488	+	119	NA	promoter-TSS (NM_001169399)	promoter-TSS (NM_001169399)	14	NM_001273097	33647	Dm.23843	NM_134988		CG15432	Dmel\CG15432|cg15432	uncharacterized protein	protein-coding
Insv_ChIPnexus_peak_3112	chr2R	3819808	3819990	+	119	NA	promoter-TSS (NM_058088)	promoter-TSS (NM_058088)	-14	NM_206055	35746	Dm.4739	NM_057967		rnh1	74/9|CG8729|Dmel\CG8729|RNase H1|RnH1|l(2)43F1-5|l(2)43Fa|l(2)k07409|l(2)k07624|rnhl	ribonuclease H1	protein-coding
Insv_ChIPnexus_peak_5317a	chr2R	20194371	20194858	+	119	NA	intron (NM_001299906, intron 1 of 3)	intron (NM_001299906, intron 1 of 3)	1210	NM_001299906	37888	Dm.21376	NM_079118		betaTub60D	143391_i_at|3t|B3t|BETA 60D|CG3401|D.m.BETA-60D|DTB3|Dmbeta3|Dmel\CG3401|T|Tub|Tub2E|Tub60D|beta-Tub60D|beta-Tub6D|beta-tub|beta3|beta3 TU|beta3-Tub|beta3-tubulin|beta3TUB|beta3Tub|beta3t|beta3tub|beta60C|betaTub|betaTub3|betaTub60C|beta[[3]] tubulin|beta[[3]]-Tub|beta[[3]]-tubulin|betatub60D|p50|p50/tubulin|p53|p53/tubulin	beta-Tubulin at 60D	protein-coding
Insv_ChIPnexus_peak_11910a	chr3R	26714744	26715002	+	119	NA	promoter-TSS (NM_079858)	promoter-TSS (NM_079858)	-89	NM_079858	43662	Dm.7825	NM_079858		Sap-r	Apa|BcDNA:GH08312|CG12070|DAPA|Dmel\CG12070|Ov9|P110|Sap-R|Sapr|anon-EST:ParkEST270|sap-r	Saposin-related	protein-coding
Insv_ChIPnexus_peak_11000b	chr3R	18273665	18274076	+	119	NA	promoter-TSS (NM_001104402)	promoter-TSS (NM_001104402)	49	NM_170013	42638	Dm.16607	NM_170013		CG34376	CG13845|CG13846|CG13851|CG31160|Dmel\CG34376|Dmel_CG13845|Dmel_CG31160	uncharacterized protein	protein-coding
Insv_ChIPnexus_peak_1604	chr2L	12436362	12436462	+	119	NA	promoter-TSS (NM_001273487)	promoter-TSS (NM_001273487)	-278	NM_001273487	34658	Dm.6819	NM_057911		Elf	CG6382|DSUP35|Dmel\CG6382|Dsup35|delf|dsup35|eRF3|elf	Ef1alpha-like factor	protein-coding
Insv_ChIPnexus_peak_13257b	chrX	7602474	7602668	+	119	NA	TTS (NR_123833)	TTS (NR_123833)	763	NR_123833	19835656		NR_123833		CR43287	CG43287|Dmel\CR43287	ncRNA	ncRNA
Insv_ChIPnexus_peak_4765	chr2R	15829158	15829344	+	119	NA	Intergenic	Intergenic	-1202	NR_048168	12798123		NR_048168		CR43421	Dmel\CR43421	ncRNA	ncRNA
Insv_ChIPnexus_peak_5132a	chr2R	18889514	18889648	+	119	NA	intron (NM_001299823, intron 2 of 3)	intron (NM_001299823, intron 2 of 3)	-3174	NM_137901	37652	Dm.13253	NM_137901		CG9896	Dmel\CG9896	CG9896	protein-coding
Insv_ChIPnexus_peak_4766	chr2R	15852215	15852358	+	119	NA	Intergenic	Intergenic	8586	NM_001299694	19836050		NM_001299694		CG44623	Dmel\CG44623|lincRNA.354	uncharacterized protein	protein-coding
Insv_ChIPnexus_peak_9032	chr3R	2900088	2900225	+	119	NA	promoter-TSS (NM_141434)	promoter-TSS (NM_141434)	18	NM_001260028	40843	Dm.4450	NM_141433		Ufl1	CG1104|Dmel\CG1104|UFL1	UFM1 specific ligase 1	protein-coding
Insv_ChIPnexus_peak_6172	chr3L	4840682	4840841	+	119	NA	promoter-TSS (NM_139677)	promoter-TSS (NM_139677)	-653	NM_001259705	38583	Dm.24632	NM_139677		CG13707	Dmel\CG13707	uncharacterized protein	protein-coding
Insv_ChIPnexus_peak_5831	chr3L	2228994	2229097	+	119	NA	promoter-TSS (NM_139443)	promoter-TSS (NM_139443)	-601	NM_139443	38282	Dm.15839	NM_139443		Oseg2	CG13809|Dmel\CG13809|IFT172|OSEG|OSEG2|OSM-1|oseg2|osm-1	Outer segment 2	protein-coding
Insv_ChIPnexus_peak_10511	chr3R	14203459	14203577	+	119	NA	TTS (NM_142460)	TTS (NM_142460)	2940	NM_001300462	42211	Dm.1240	NM_142460		CG7675	Dmel\CG7675	CG7675	protein-coding
Insv_ChIPnexus_peak_13506	chrX	9473962	9474151	+	119	NA	promoter-TSS (NM_001042800)	promoter-TSS (NM_001042800)	-36	NM_001042800	31899		NM_001042800		LPCAT	CG15318|CG18535|CG2996|CG32699|CT7882|Dmel\CG32699|LPCAT1/2|tok-like	Lysophosphatidylcholine acyltransferase	protein-coding
Insv_ChIPnexus_peak_13838	chrX	12597140	12597226	+	119	NA	intron (NM_167334, intron 6 of 9)	intron (NM_167334, intron 6 of 9)	-2704	NM_132595	32224		NM_132595		CG15725	Dmel\CG15725	uncharacterized protein	protein-coding
Insv_ChIPnexus_peak_7576a	chr3L	16284986	16285120	+	119	NA	Intergenic	Intergenic	-1003	NM_140607	39792	Dm.27867	NM_140607		CG13045	Dmel\CG13045	uncharacterized protein	protein-coding
Insv_ChIPnexus_peak_12079	chr3RHet	2308632	2308679	+	119	NA	Intergenic	Intergenic	-65787	NM_001276243	7354470	Dm.37091	NM_001144066		CG42402	CG12453|CG41358|Dmel\CG42402|Dmel_CG12453|Dmel_CG41358	uncharacterized protein	protein-coding
Insv_ChIPnexus_peak_13178	chrX	7048098	7048325	+	119	NA	intron (NM_132157, intron 1 of 4)	intron (NM_132157, intron 1 of 4)	-4328	NR_002102	3772297		NR_002102		CR32730	BcDNA:RE54930|Dmel\CR32730|MRE32	ncRNA	ncRNA
Insv_ChIPnexus_peak_12430b	chrX	301158	301992	+	119	NA	intron (NM_001144667, intron 2 of 2)	intron (NM_001144667, intron 2 of 2)	-2179	NM_057275	30983	Dm.1705	NM_057275		l(1)sc	AS-C T3|AS-T3|ASC-T3|CG3839|Dmel\CG3839|EG:198A6.2|L'Sc|L'sc|L(1)sc|T3|ascT3|bHLHc28|l'sc|l(1)1Ba|l-sc|l[1]sc|lsc|sc/T3	lethal of scute	protein-coding
Insv_ChIPnexus_peak_5834a	chr3L	2244159	2244365	+	119	NA	promoter-TSS (NM_001169856)	promoter-TSS (NM_001169856)	-216	NM_001274392	38285	Dm.27040	NM_167939		CG32301	AC|CG8970|Dmel\CG32301	uncharacterized protein	protein-coding
Insv_ChIPnexus_peak_2968	chr2R	2758780	2758947	+	119	NA	intron (NM_206031, intron 1 of 6)	intron (NM_206031, intron 1 of 6)	1360	NM_001273813	35596	Dm.11616	NM_136398		coro	CG9446|Dmel\CG9446|l(2)k08011	coro	protein-coding
Insv_ChIPnexus_peak_4177	chr2R	11359389	11359485	+	119	NA	TTS (NM_001103857)	TTS (NM_001103857)	10902	NM_137195	36713	Dm.638	NM_137195		CG8180	Dmel\CG8180	CG8180	protein-coding
Insv_ChIPnexus_peak_169	chr2L	1172692	1172859	+	119	NA	promoter-TSS (NM_134738)	promoter-TSS (NM_134738)	30	NM_134737	33303	Dm.11724	NM_134737		CG5118	Dmel\CG5118|anon-WO0140519.11	CG5118	protein-coding
Insv_ChIPnexus_peak_7390b	chr3L	15079889	15080120	+	119	NA	intron (NM_001259833, intron 2 of 14)	intron (NM_001259833, intron 2 of 14)	1649	NM_001274930	3772382	Dm.14930	NM_001032401		Plp	AKAP450|CG13459|CG18648|CG33957|CG6735|CP309|Cp309|D-PLP|DPLP|Dmel\CG33957|Dplp|PACT|PLP|cp309|d-plp|dPLP|dplp|l(3)s2172|pPlp|plp	Pericentrin-like protein	protein-coding
Insv_ChIPnexus_peak_12838	chrX	3775232	3775339	+	119	NA	TTS (NM_176682)	TTS (NM_176682)	504	NM_130724	31342	Dm.2086	NM_130724		VhaAC39-1	ATP6V0D1|CG2934|Dmel\CG2934|V0d|VhaAC39|Vhaac39|anon-EST:GressD5|vhaAC39|vhaAC39-1	Vacuolar H[+] ATPase AC39 subunit 1	protein-coding
Insv_ChIPnexus_peak_11112	chr3R	19291137	19291321	+	119	NA	intron (NM_142889, intron 1 of 3)	intron (NM_142889, intron 1 of 3)	6771	NM_142889	42767		NM_142889		CG4374	Dmel\CG4374	CG4374	protein-coding
Insv_ChIPnexus_peak_11649	chr3R	24696223	24696297	+	119	NA	TTS (NM_001170294)	TTS (NM_001170294)	-2367	NM_143384	43408	Dm.29811	NM_143384		CG14529	Dmel\CG14529	uncharacterized protein	protein-coding
Insv_ChIPnexus_peak_12389	chrU	9795800	9795949	+	119	NA	intron (NR_004048, intron 1 of 1)	intron (NR_004048, intron 1 of 1)	48484	NR_133552	26067164		NR_133552		2SrRNA:CR45836	CR45836|Dmel\CR45836	2S ribosomal RNA:CR45836	rRNA
Insv_ChIPnexus_peak_5581	chr3L	361434	361511	+	119	NA	promoter-TSS (NM_001169842)	promoter-TSS (NM_001169842)	0	NM_138190	38063	Dm.23271	NM_138190		CG1233	Dmel\CG1233	CG1233	protein-coding
Insv_ChIPnexus_peak_4137	chr2R	11035286	11035439	+	119	NA	promoter-TSS (NM_001169685)	promoter-TSS (NM_001169685)	-3	NM_137171	36680	Dm.634	NM_137171		CG7544	Dmel\CG7544	CG7544	protein-coding
Insv_ChIPnexus_peak_3380b	chr2R	5954006	5954348	+	119	NA	promoter-TSS (NM_136705)	promoter-TSS (NM_136705)	22	NM_078949	36050	Dm.2744	NM_078949		mRpL42	BcDNA:RE72116|CG12921|Dmel\CG12921|MRP-S32|MRPL31|mRpS32	mitochondrial ribosomal protein L42	protein-coding
Insv_ChIPnexus_peak_4392	chr2R	12844942	12845014	+	119	NA	promoter-TSS (NM_166204)	promoter-TSS (NM_166204)	8	NM_166204	36903		NM_166204		CG6665	Dmel\CG6665	CG6665	protein-coding
Insv_ChIPnexus_peak_760a	chr2L	6455117	6455389	+	119	NA	promoter-TSS (NM_205915)	promoter-TSS (NM_205915)	676	NM_135184	33899	Dm.4206	NM_135184		retm	CG9528|Dmel\CG9528	real-time	protein-coding
Insv_ChIPnexus_peak_4068	chr2R	10413994	10414084	+	119	NA	promoter-TSS (NM_057883)	promoter-TSS (NM_057883)	-42	NM_057883	36614	Dm.2966	NM_057883		ttv	CG10117|DEXT1|Dmel\CG10117|Ext1|P1.15|Ttv|dExt1|l(2)00681|l(2)05282|l(2)SH0631|l(2)SH2 0631|l(2)k00115|l(2)k03617	tout-velu	protein-coding
Insv_ChIPnexus_peak_1275e	chr2L	9799307	9800225	+	119	NA	intron (NM_205951, intron 9 of 12)	intron (NM_205951, intron 9 of 12)	-6659	NM_001273371	34303	Dm.12887	NM_135471		CG13123	Dmel\CG13123	uncharacterized protein	protein-coding
Insv_ChIPnexus_peak_8801b	chr3R	1239948	1240170	+	119	NA	promoter-TSS (NM_141280)	promoter-TSS (NM_141280)	-190	NM_001300244	40652	Dm.24027	NM_141280		CG14669	Dmel\CG14669|Q9VNB7	uncharacterized protein	protein-coding
Insv_ChIPnexus_peak_11060	chr3R	18784538	18784658	+	119	NA	intron (NM_079730, intron 9 of 10)	intron (NM_079730, intron 9 of 10)	5754	NR_074051	14462509		NR_074051		CR43655	Dmel\CR43655	ncRNA	ncRNA
Insv_ChIPnexus_peak_8782	chr3R	1109529	1109693	+	119	NA	promoter-TSS (NM_170643)	promoter-TSS (NM_170643)	-510	NM_170643	45467	Dm.24822	NM_143760		mtd	CG10196|CG10199|CG32464|Dmel\CG32464|L(3)82Fd|L82|anon-EST:Posey263|l(3)82FD|l(3)82Fd	mustard	protein-coding
Insv_ChIPnexus_peak_6967a	chr3L	11911457	11911746	+	119	NA	intron (NM_001300108, intron 2 of 3)	intron (NM_001300108, intron 2 of 3)	-3012	NM_140265	39347	Dm.15370	NM_140265		CG11588	Dmel\CG11588	uncharacterized protein	protein-coding
Insv_ChIPnexus_peak_6836	chr3L	11028009	11028396	+	119	NA	non-coding (NR_124868, exon 1 of 2)	non-coding (NR_124868, exon 1 of 2)	300	NR_124868	19835205		NR_124868		CR44547	Dmel\CR44547|lincRNA.502	ncRNA	ncRNA
Insv_ChIPnexus_peak_4519	chr2R	13620702	13620796	+	119	NA	promoter-TSS (NM_001103890)	promoter-TSS (NM_001103890)	6	NM_001103890	37018	Dm.30888	NM_001103890		CG34195	CG4989|Dmel\CG34195	uncharacterized protein	protein-coding
Insv_ChIPnexus_peak_13527a	chrX	9588154	9588332	+	119	NA	promoter-TSS (NM_078545)	promoter-TSS (NM_078545)	24	NM_078545	31912	Dm.2928	NM_078545		btd	BTD|Btd|CG12653|Dmel\CG12653	buttonhead	protein-coding
Insv_ChIPnexus_peak_11638b	chr3R	24627617	24627785	+	119	NA	Intergenic	Intergenic	-4723	NM_144012	50092		NM_144012		CheB98a	CG14531|CheB98ap|Dmel\CG14531	Chemosensory protein A 98a	protein-coding
Insv_ChIPnexus_peak_9915	chr3R	9904753	9904930	+	119	NA	intron (NM_206482, intron 4 of 10)	intron (NM_206482, intron 4 of 10)	-10398	NM_142074	41710	Dm.5209	NM_142074		Npc2b	CG3153|CT10556|DmML2|Dmel\CG3153|NPC2|npc2b	Niemann-Pick type C-2b	protein-coding
Insv_ChIPnexus_peak_6288	chr3L	6052293	6052483	+	119	NA	promoter-TSS (NM_139759)	promoter-TSS (NM_139759)	247	NR_124807	19835123		NR_124807		CR45441	Dmel\CR45441	ncRNA	ncRNA
Insv_ChIPnexus_peak_7972	chr3L	19342938	19343125	+	119	NA	intron (NM_168794, intron 11 of 13)	intron (NM_168794, intron 11 of 13)	-12322	NM_176356	40104	Dm.19224	NM_079434		pip	CG9614|Dmel\CG9614|Pipe|l(3)76BDp|pipe-ST2	pipe	protein-coding
Insv_ChIPnexus_peak_789	chr2L	6648467	6648537	+	118	NA	promoter-TSS (NM_001103632)	promoter-TSS (NM_001103632)	-357	NM_001103632	33928	Dm.20890	NM_164696		CG31635	BcDNA:GM03875|CG13768|CG13769|CT33252|Dmel\CG31635	uncharacterized protein	protein-coding
Insv_ChIPnexus_peak_1155c	chr2L	8996944	8997692	+	118	NA	promoter-TSS (NM_078793)	promoter-TSS (NM_078793)	61	NM_164843	34225	Dm.20642	NM_078793		alien	Alien|BcDNA:LD10463|CG9556|CH2|CSN2|Csn2|DCH2|Dch2|Dmel\CG9556	alien	protein-coding
Insv_ChIPnexus_peak_3789a	chr2R	8771843	8772219	+	118	NA	promoter-TSS (NM_078999)	promoter-TSS (NM_078999)	-106	NM_078999	36421		NM_078999		vg	CG3830|Dmel\CG3830|VG|Vg|vg21	vestigial	protein-coding
Insv_ChIPnexus_peak_10194	chr3R	12073739	12073924	+	118	NA	intron (NM_169709, intron 1 of 1)	intron (NM_169709, intron 1 of 1)	5293	NM_169709	53562	Dm.1728	NM_080255		tara	5472|CG6889|Dmel\CG6889|EP(3)3463|Tara|anon-WO0257455.25|l(3)03881|l(3)j1C5|l(3)jlC5	taranis	protein-coding
Insv_ChIPnexus_peak_6133d	chr3L	4363369	4363815	+	118	NA	promoter-TSS (NM_079201)	promoter-TSS (NM_079201)	382	NM_001259692	38534	Dm.7348	NM_139636		Cip4	CG11341|CG15015|DCIP4|Dmel\CG15015|cip4|dCIP4|dcip4	Cdc42-interacting protein 4	protein-coding
Insv_ChIPnexus_peak_12548b	chrX	1269429	1269606	+	118	NA	promoter-TSS (NM_057965)	promoter-TSS (NM_057965)	-52	NM_057965	43904	Dm.3013	NM_057965		AMPKalpha	AK|AMPK|AMPK-alpha|AmpKalpha|CG3051|DmAMPK alpha|Dmel\CG3051|EG:132E8.2|FBgn0023169|Gprk-4|Gprk4|SNF1A|SNF4A-a|ampk|ampkalpha|dAMPK|dAMPKa|dAMPKalpha|snf1A|snf1a	AMP-activated protein kinase alpha subunit	protein-coding
Insv_ChIPnexus_peak_10995c	chr3R	18246720	18246948	+	118	NA	promoter-TSS (NM_001300536)	promoter-TSS (NM_001300536)	-44	NM_142783	42633	Dm.4344	NM_142783		Nop56	CG13849|DmNop56|Dmel\CG13849|Dnop56|FBgn0038964|nop56	Nop56	protein-coding
Insv_ChIPnexus_peak_3136b	chr2R	3935936	3936098	+	118	NA	Intergenic	Intergenic	7528	NM_165584	44108	Dm.3727	NM_079956		Optix	CG18455|D-Six3|Dmel\CG18455|Dsix3|OPTIX|Six3|anon-WO0153538.79|opt|optix|opx|six3	optix	protein-coding
Insv_ChIPnexus_peak_615b	chr2L	5366490	5367248	+	118	NA	Intergenic	Intergenic	14205	NR_124087	19835196		NR_124086		CR42850	CG42850|Dmel\CR42850	ncRNA	ncRNA
Insv_ChIPnexus_peak_3130c	chr2R	3901719	3902108	+	118	NA	promoter-TSS (NM_136502)	promoter-TSS (NM_136502)	-653	NM_001259269	35768	Dm.3950	NM_136502		CG14762	CT34565|Dmel\CG14762	uncharacterized protein	protein-coding
Insv_ChIPnexus_peak_9341a	chr3R	5322539	5322746	+	118	NA	TTS (NM_141640)	TTS (NM_141640)	1589	NM_001260074	41136	Dm.2458	NM_079568		RhoL	9366|CG9366|D-RhoL|DRhoL|DmRHO-L|Dmel\CG9366|Drac3|G|Mes1|Rac3|RhoG|RhoL/Rac3|Rhol|anon-EST:CL1c2|rhoL|rhol|rol	Rho-like	protein-coding
Insv_ChIPnexus_peak_9825	chr3R	9246057	9246164	+	118	NA	exon (NM_142033, exon 1 of 4)	exon (NM_142033, exon 1 of 4)	109	NM_142033	41654	Dm.27285	NM_142033		Ir87a	CG14376|DmelIR87a|Dmel\CG14376|IR87a	Ionotropic receptor 87a	protein-coding
Insv_ChIPnexus_peak_11403	chr3R	21319140	21319261	+	118	NA	promoter-TSS (NR_074059)	promoter-TSS (NR_074059)	-216	NR_074059	14462519		NR_074059		CR44179	Dmel\CR44179	ncRNA	ncRNA
Insv_ChIPnexus_peak_5662a	chr3L	749132	749504	+	118	NA	promoter-TSS (NM_079152)	promoter-TSS (NM_079152)	-82	NM_079152	38091	Dm.2147	NM_079152		emc	0094/26|0203/10|0587/01|0977/09|Ach|CG1007|Dm0688|Dmel\CG1007|Emc|bHLHb28|gov|l(3)04322|l(3)05592|l(3)61Da|l(3)j4E11|ms(3)61CD	extra macrochaetae	protein-coding
Insv_ChIPnexus_peak_10276a	chr3R	12574358	12574528	+	118	NA	intron (NR_002033, intron 1 of 2)	intron (NR_002033, intron 1 of 2)	-2335	NR_002032	3772220		NR_002032		bxd	CR31273|CR31277|Dmel\CR31273	bithoraxoid	ncRNA
Insv_ChIPnexus_peak_7369a	chr3L	14962966	14963748	+	118	NA	TTS (NM_079349)	TTS (NM_079349)	913	NM_079349	39619	Dm.36733	NM_079349		Tom	Bbu|CG5185|DmelCG5185|Dmel\CG5185|anon-EST:fe1F6|barbu|bbu/tom|tom	Twin of m4	protein-coding
Insv_ChIPnexus_peak_2467b	chr2L	20263474	20263743	+	118	NA	3' UTR (NM_136266, exon 1 of 1)	3' UTR (NM_136266, exon 1 of 1)	816	NM_136266	35410		NM_136266		CG17570	38C.24|Dmel\CG17570|anon-38C.24	uncharacterized protein	protein-coding
Insv_ChIPnexus_peak_4384	chr2R	12744550	12744766	+	118	NA	promoter-TSS (NR_048130)	promoter-TSS (NR_048130)	-260	NR_048130	12798321		NR_048130		snoRNA:Dek-a	CR43577|Dmel\CR43577|chr2R:12372273..12372375|snoHACA_04|snoRNA:dek-a	ncRNA	ncRNA
Insv_ChIPnexus_peak_3763	chr2R	8557671	8557907	+	118	NA	promoter-TSS (NM_165934)	promoter-TSS (NM_165934)	-65	NM_165934	36395	Dm.4052	NM_136964		nemy	CG13147|CG8776|CytB561|Dmel\CG8776|Dmel_CG8772|Nemy|P153|anon-WO0140519.146	no extended memory	protein-coding
Insv_ChIPnexus_peak_4523b	chr2R	13644727	13645130	+	118	NA	promoter-TSS (NM_057954)	promoter-TSS (NM_057954)	18	NM_057954	37027	Dm.4839	NM_057954		HLH54F	CG5005|Dmel\CG5005|HLH102C|HLH54F-Dm|bHLH54F|bHLHa9	HLH54F	protein-coding
Insv_ChIPnexus_peak_5737a	chr3L	1366889	1367211	+	118	NA	intron (NM_001274324, intron 3 of 7)	intron (NM_001274324, intron 3 of 7)	-3578	NM_080051	44856	Dm.1452	NM_080051		ru	CG1214|Dmel\CG1214|Rho-3|Rho-related [62A1]|Rho3|rho-3|rho3	roughoid	protein-coding
Insv_ChIPnexus_peak_6757	chr3L	10215475	10215566	+	118	NA	intron (NM_140132, intron 2 of 4)	intron (NM_140132, intron 2 of 4)	840	NM_168404	326186	Dm.4188	NM_140132		scramb1	CG32056|CG6590|CT20492|Dmel\CG32056|Scramb1	scramblase 1	protein-coding
Insv_ChIPnexus_peak_10390b	chr3R	13442883	13443154	+	118	NA	TTS (NM_169766)	TTS (NM_169766)	1503	NM_169766	42119	Dm.6525	NM_169766		CG14324	BcDNA:RE34075|Dmel\CG14324	uncharacterized protein	protein-coding
Insv_ChIPnexus_peak_1014	chr2L	8206042	8206208	+	118	NA	promoter-TSS (NM_135349)	promoter-TSS (NM_135349)	-46	NM_135349	34118	Dm.26759	NM_135349		CG8419	Dmel\CG8419	CG8419	protein-coding
Insv_ChIPnexus_peak_7655a	chr3L	16705578	16705730	+	118	NA	promoter-TSS (NM_140655)	promoter-TSS (NM_140655)	428	NM_001275038	39866	Dm.2851	NM_079395		Dab	CG9695|Dmel\CG9695|cDNA C|dab	Disabled	protein-coding
Insv_ChIPnexus_peak_5949d	chr3L	3127515	3127876	+	118	NA	promoter-TSS (NM_139513)	promoter-TSS (NM_139513)	29	NM_001259658	38372	Dm.3053	NM_139513		prominin-like	CG7740|Dmel\CG7740|bs29e02.y1	prominin-like	protein-coding
Insv_ChIPnexus_peak_12499e	chrX	690396	691002	+	118	NA	TTS (NM_130504)	TTS (NM_130504)	3519	NM_001297832	31026	Dm.11474	NM_130504		CG16989	Dmel\CG16989|EG:34F3.4	uncharacterized protein	protein-coding
Insv_ChIPnexus_peak_7395	chr3L	15088206	15088329	+	118	NA	promoter-TSS (NM_140489)	promoter-TSS (NM_140489)	25	NM_168605	39644	Dm.4622	NM_140489		GlyRS	Aat-gly|Aats-gly|CG6778|Dmel\CG6778|GARS|GRS|Gars|dGars|gars|team	Glycyl-tRNA synthetase	protein-coding
Insv_ChIPnexus_peak_7114a	chr3L	13016354	13016525	+	118	NA	promoter-TSS (NM_140367)	promoter-TSS (NM_140367)	-13	NM_168534	39480	Dm.3295	NM_168534		RpS12	BcDNA:RH29995|CG11271|Dmel\CG11271|RS12|RpS12E|S12|l(3)s2783	Ribosomal protein S12	protein-coding
Insv_ChIPnexus_peak_1454	chr2L	10976741	10976901	+	118	NA	promoter-TSS (NM_001042889)	promoter-TSS (NM_001042889)	49	NM_135633	34519	Dm.402	NM_135633		SCAR	BEST:SD02991|CG4636|D-SCAR|DWave|DmSCAR|Dmel\CG4636|Dscar|SCAR/WAVE|Scar|WAVE|WAVE/SCAR|Wave|dWAVE|l(2)k03107|l(2)k13811|scar|wave	SCAR	protein-coding
Insv_ChIPnexus_peak_9170	chr3R	4090624	4090785	+	118	NA	promoter-TSS (NM_079550)	promoter-TSS (NM_079550)	12	NM_057773	40973	Dm.1996	NM_057773		Mcm2	CG7538|DmMCM2|DmMcm2|DmeMCM2|Dmel\CG7538|MCM2|MCM2-7|MCM2_DROME|McM2|PCR3|dMCM2|dMcm2|l(3)rL074|mcm2-7	Minichromosome maintenance 2	protein-coding
Insv_ChIPnexus_peak_12212	chr4	879450	879573	+	118	NA	intron (NM_143693, intron 7 of 8)	DMCR1A|LINE|CR1	7711	NR_123749	19835331		NR_123749		CR45123	Dmel\CR45123	ncRNA	ncRNA
