PeakID (cmd=annotatePeaks.pl /home/jwen/projects/qi/elba/code_NC/data/chipnexus_peaks/Insv_ChIPnexus/Insv_ChIPnexus_q5_narrowPeak.bed dm3 -genomeOntology /home/jwen/projects/qi/elba/code_NC/data/chipnexus_peaks/Insv_ChIPnexus/ -annStats /home/jwen/projects/qi/elba/code_NC/data/chipnexus_peaks/Insv_ChIPnexus/Insv_ChIPnexus_q5_narrowPeak_stat.txt)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
Insv_ChIPnexus_peak_2477c	chr2L	20302494	20303210	+	52	NA	Intergenic	Intergenic	-5553	NR_048016	12798021		NR_048016		CR43414	Dmel\CR43414|lincRNA.205	ncRNA	ncRNA
Insv_ChIPnexus_peak_5361	chr2R	20555868	20555923	+	52	NA	promoter-TSS (NM_138111)	promoter-TSS (NM_138111)	-29	NM_138111	37948	Dm.2200	NM_138111		CG4806	Dmel\CG4806|cg4806	CG4806	protein-coding
Insv_ChIPnexus_peak_4232	chr2R	11736005	11736124	+	52	NA	promoter-TSS (NM_137217)	promoter-TSS (NM_137217)	-20	NM_137217	36743	Dm.3987	NM_137217		tun	BcDNA:LD38553|CG8253|Dmel\CG8253|Ntaq1	tungus	protein-coding
Insv_ChIPnexus_peak_1906	chr2L	15323296	15323633	+	52	NA	Intergenic	Intergenic	-4563	NM_078850	34902	Dm.23880	NM_078850		nht	BG:DS07851.6|CG15259|DS07851.6|Dmel\CG15259|Nht|TAF4|TFIID|dTAF4L|dTAF[[II]]110|dmTAF4b	no hitter	protein-coding
Insv_ChIPnexus_peak_6224b	chr3L	5627269	5627574	+	52	NA	intron (NM_001274513, intron 1 of 5)	intron (NM_001274513, intron 1 of 5)	-1694	NM_001274514	38638	Dm.6047	NM_139725		Blimp-1	BLIMP-1|CG5249|Dmel\CG5249|blimp-1|dBlimp-1|dBlimp1	Blimp-1	protein-coding
Insv_ChIPnexus_peak_8018	chr3L	19786607	19786859	+	52	NA	promoter-TSS (NM_001170004)	promoter-TSS (NM_001170004)	-64	NM_001170004	8674026	Dm.2520	NM_001170002		Gyc76C	CG32215|CG42636|CG8742|DGC1|Dmel\CG42636|Dmel_CG8742|DrGC-1|GYC 76C|drgc|gim|gyc76C|l(3)76BDl|l(3)L0090	Guanylyl cyclase at 76C	protein-coding
Insv_ChIPnexus_peak_13462d	chrX	9078458	9078974	+	52	NA	3' UTR (NM_001272448, exon 8 of 8)	3' UTR (NM_001272448, exon 8 of 8)	5922	NM_132305	31853	Dm.20634	NM_132305		CG12115	BcDNA:LP02922|Dmel\CG12115	uncharacterized protein	protein-coding
Insv_ChIPnexus_peak_1837	chr2L	14490839	14490942	+	52	NA	promoter-TSS (NM_057569)	promoter-TSS (NM_057569)	31	NM_057569	34847	Dm.5413	NM_057569		noc	BG:DS04641.1|CG4491|Dmel\CG4491|Noc|br22|el|l(2)35Ba|l(2)35Ba/nocA|l(2)br22|l35Ba|nocA|noc[A]	no ocelli	protein-coding
Insv_ChIPnexus_peak_1557	chr2L	12028623	12028722	+	52	NA	intron (NM_138760, intron 1 of 4)	intron (NM_138760, intron 1 of 4)	1234	NM_138760	47253	Dm.1496	NM_138760		dmGlut	CG5304|DMGLUT|Dmel\CG5304|I(2)01810|MFS13|anon-WO0118547.88|l(2)01810|lethal(2)01810	Dietary and metabolic glutamate transporter	protein-coding
Insv_ChIPnexus_peak_9410	chr3R	5712272	5712374	+	52	NA	intron (NM_001275514, intron 1 of 6)	intron (NM_001275514, intron 1 of 6)	-8103	NR_125125	19836011		NR_125125		CR45029	Dmel\CR45029	ncRNA	ncRNA
Insv_ChIPnexus_peak_11264	chr3R	20383427	20383470	+	52	NA	TTS (NR_002083).2	TTS (NR_002083).2	511	NR_002081	3772327		NR_002081		snRNA:U6:96Aa	CR31379|DU6-1|Dmel\CR31379|K1|U6|U6 RNA|U6 snRNA|U6-1|U6-96Aa|U6-snRNA|U6:96Aa|U6snRNA|U6snRNA96Aa|dU6|snRNA-b|snRNA4|snRNA6|snRNA:U6|snRNA[[4]]	small nuclear RNA U6 at 96Aa	ncRNA
Insv_ChIPnexus_peak_11590	chr3R	23763528	23763695	+	52	NA	promoter-TSS (NM_001170280)	promoter-TSS (NM_001170280)	-36	NM_170360	43351	Dm.23351	NM_170360		NSD	CG4976|Dmel\CG4976|MES-4|Mes-4|dMES-4|dMes-4	Nuclear receptor binding SET domain protein	protein-coding
Insv_ChIPnexus_peak_9979c	chr3R	10448875	10449625	+	52	NA	exon (NM_001275646, exon 2 of 6)	exon (NM_001275646, exon 2 of 6)	2175	NM_169591	41772	Dm.2889	NM_169591		put	Act-r|Atr|Atr-II|Atr88CD|AtrII|CG7904|Dmel\CG7904|PUNT|Punt|Put|STK-C|TGF-B|TGF-beta|Tgf-r|atrII|dlhC|l(3)10460|l(3)j5A5|pun	punt	protein-coding
Insv_ChIPnexus_peak_1385	chr2L	10396665	10396815	+	52	NA	promoter-TSS (NM_135550)	promoter-TSS (NM_135550)	24	NM_164923	34416	Dm.18584	NM_164919		Cnot4	CG31716|CG5244|CG5251|Cont4|Dmel\CG31716|NOT4|Not4|Q8IPB9_DROME|cg5251|not4	CCR4-NOT transcription complex subunit 4	protein-coding
Insv_ChIPnexus_peak_12734	chrX	2841827	2841874	+	52	NA	promoter-TSS (NM_130690)	promoter-TSS (NM_130690)	-217	NM_130690	31289	Dm.33035	NM_130690		CG3603	BcDNA:RH09070|Dmel\CG3603	CG3603	protein-coding
Insv_ChIPnexus_peak_1128b	chr2L	8825212	8825780	+	52	NA	promoter-TSS (NM_079996)	promoter-TSS (NM_079996)	-149	NM_079996	44275	Dm.3272	NM_079996		SoxN	CG18024|DM64|Dmel\CG18024|SOX29F|SOXB1|Sox B1|Sry-rDM64|soxN	SoxNeuro	protein-coding
Insv_ChIPnexus_peak_7217b	chr3L	14024716	14025475	+	52	NA	promoter-TSS (NM_140427)	promoter-TSS (NM_140427)	-79	NM_001259818	39555	Dm.29512	NM_140428		CG6650	0670/06|Dmel\CG6650|anon-WO0172774.121|anon-WO0172774.122|anon-WO0172774.123|l(3)067006|l(3)S067006	CG6650	protein-coding
Insv_ChIPnexus_peak_14676d	chrX	19682764	19683002	+	52	NA	promoter-TSS (NR_123962)	promoter-TSS (NR_123962)	-694	NR_123962	19836010		NR_123962		CR44885	Dmel\CR44885	ncRNA	ncRNA
Insv_ChIPnexus_peak_10897	chr3R	17424502	17424626	+	52	NA	intron (NM_079712, intron 2 of 12)	intron (NM_079712, intron 2 of 12)	6492	NR_074039	14462499		NR_074039		CR43653	Dmel\CR43653	ncRNA	ncRNA
Insv_ChIPnexus_peak_9573	chr3R	7048433	7048566	+	52	NA	promoter-TSS (NR_003893)	promoter-TSS (NR_003893)	-64	NR_003893	5740250		NR_003893		snoRNA:Me18S-A425	CR34685|Dm425|Dmel\CR34685|Me18S-A425(Dm425)|Me18S-Am425	ncRNA	ncRNA
Insv_ChIPnexus_peak_2916	chr2R	2414172	2414222	+	52	NA	intron (NM_001103730, intron 1 of 6)	intron (NM_001103730, intron 1 of 6)	6903	NR_073842	14462549		NR_073842		CR43905	Dmel\CR43905	ncRNA	ncRNA
Insv_ChIPnexus_peak_1827c	chr2L	14435777	14436405	+	52	NA	Intergenic	Intergenic	-5269	NR_124254	19835519		NR_124254		CR44732	Dmel\CR44732|lincRNA.132	ncRNA	ncRNA
Insv_ChIPnexus_peak_6699	chr3L	9498357	9498407	+	52	NA	promoter-TSS (NM_140070)	promoter-TSS (NM_140070)	46	NM_140070	39106	Dm.6315	NM_140070		path	CG3424|Dmel\CG3424|Path|anon-WO0118547.271|anon-WO0118547.370|pth	pathetic	protein-coding
Insv_ChIPnexus_peak_2926a	chr2R	2473231	2473680	+	52	NA	intron (NM_001103730, intron 1 of 6)	intron (NM_001103730, intron 1 of 6)	15028	NM_136370	35556	Dm.494	NM_136370		CG15233	BEST:LD11861|Dmel\CG15233	uncharacterized protein	protein-coding
Insv_ChIPnexus_peak_6132a	chr3L	4360382	4360821	+	52	NA	intron (NM_001259687, intron 2 of 11)	intron (NM_001259687, intron 2 of 11)	3373	NM_001104031	38534	Dm.7348	NM_139636		Cip4	CG11341|CG15015|DCIP4|Dmel\CG15015|cip4|dCIP4|dcip4	Cdc42-interacting protein 4	protein-coding
Insv_ChIPnexus_peak_14027a	chrX	14726561	14726725	+	52	NA	promoter-TSS (NM_001169286)	promoter-TSS (NM_001169286)	-37	NM_001169285	32408	Dm.10811	NM_132744		CG14411	Dmel\CG14411	uncharacterized protein	protein-coding
Insv_ChIPnexus_peak_2526	chr2L	20752436	20752562	+	52	NA	promoter-TSS (NM_136211)	promoter-TSS (NM_136211)	23	NM_136211	35338	Dm.30790	NM_136211		Ns4	38E.14|CG9320|Dmel\CG9320|NS4|dmNS4|ns4	Nucleostemin 4	protein-coding
Insv_ChIPnexus_peak_11505	chr3R	22789963	22790037	+	52	NA	TTS (NM_001300622)	TTS (NM_001300622)	539	NM_001300621	43241	Dm.1348	NM_079800		Tsp97E	CG6323|Dm.Tsp97E|Dmel\CG6323|Tspan31	Tetraspanin 97E	protein-coding
Insv_ChIPnexus_peak_12430d	chrX	301158	301992	+	52	NA	intron (NM_001144667, intron 2 of 2)	intron (NM_001144667, intron 2 of 2)	-2179	NM_057275	30983	Dm.1705	NM_057275		l(1)sc	AS-C T3|AS-T3|ASC-T3|CG3839|Dmel\CG3839|EG:198A6.2|L'Sc|L'sc|L(1)sc|T3|ascT3|bHLHc28|l'sc|l(1)1Ba|l-sc|l[1]sc|lsc|sc/T3	lethal of scute	protein-coding
Insv_ChIPnexus_peak_5943a	chr3L	3090616	3091356	+	52	NA	TTS (NM_139511)	TTS (NM_139511)	185	NR_001933	3771995	Dm.28178	NR_001933		snRNA:U5:63BC	63B U5|CR32908|Dmel\CR32908|K2|U5|U5 snRNA|U5 snRNA 63BC|U5-63BC|U5:63BC|U5snRNA|U5snRNA63A|chr3L:3074339..3074497|dU5|snRNA3|snRNA4|snRNA:U5|snRNA:U5:63A|snRNA[[3]]	small nuclear RNA U5 at 63A	ncRNA
Insv_ChIPnexus_peak_10950a	chr3R	17860166	17860331	+	52	NA	promoter-TSS (NM_001300529)	promoter-TSS (NM_001300529)	71	NM_142749	42594	Dm.1273	NM_142749		Fadd	BG4|BG4_DROME|CG12297|Dmel\CG12297|FADD|dFADD|dFadd|dfadd|fadd	Fas-associated death domain	protein-coding
Insv_ChIPnexus_peak_10236	chr3R	12278844	12278884	+	52	NA	5' UTR (NM_142288, exon 1 of 2)	5' UTR (NM_142288, exon 1 of 2)	679	NM_142288	41995	Dm.6255	NM_142288		Pak3	CG14895|D-Pak3|DPAK3|DPak3|DmPAK3|Dmel\CG14895|Dpak3|PAK-3|PAK3|PaK3|anon-WO0118547.285|dPAK3|dpak3|pak3	Pak3	protein-coding
Insv_ChIPnexus_peak_3581a	chr2R	7415318	7415541	+	52	NA	promoter-TSS (NM_078976)	promoter-TSS (NM_078976)	-41	NM_078976	36240	Dm.22056	NM_078976		en	153867_at|Apa|CG9015|Dmel\CG9015|EN|En|EnR|Eng|Engr|Engrailed|Engrailed/Invected|Es|V|en1|spa2|spt	engrailed	protein-coding
Insv_ChIPnexus_peak_6155	chr3L	4554367	4554457	+	52	NA	TTS (NM_001104036)	TTS (NM_001104036)	824	NM_001031937	3772311	Dm.28878	NM_001031937		CG33777	Dmel\CG33777	uncharacterized protein	protein-coding
Insv_ChIPnexus_peak_7330a	chr3L	14631098	14631426	+	52	NA	intron (NM_206353, intron 1 of 7)	intron (NM_206353, intron 1 of 7)	5561	NM_079347	39596	Dm.2840	NM_079347		dlp	CG17703|CG32146|CG5031|CT16138|D-gpcB|DLP|Dally-like|Dlp|Dly|Dmel\CG32146|dly	dally-like	protein-coding
Insv_ChIPnexus_peak_8726c	chr3R	795009	795625	+	52	NA	Intergenic	Intergenic	4150	NM_141252	40613	Dm.7223	NM_141252		CG1124	CT1789|Dmel\CG1124	CG1124	protein-coding
Insv_ChIPnexus_peak_10437	chr3R	13769584	13769884	+	52	NA	promoter-TSS (NM_001014632)	promoter-TSS (NM_001014632)	-94	NM_169783	45840	Dm.6154	NM_080105		cpo	1824|3603|5339|6015|BcDNA:AT31405|CG12349|CG18434|CG18435|CG31243|CG42457|CG43738|CPO|Cpo|Dmel\CG43738|Dmel_CG31243|Dmel_CG42457|E(sda)N|Line N|ORE-17|cg18435|l(3)01432|l(3)6015|l(3)j4A1|l(3)j4D4|l(3)j7E2|l(3)j9B3|l(3)rJ553|l(3)s2336	couch potato	protein-coding
Insv_ChIPnexus_peak_3503	chr2R	6778283	6778455	+	52	NA	exon (NM_136783, exon 10 of 13)	exon (NM_136783, exon 10 of 13)	3251	NM_001273947	36157	Dm.19906	NM_057859		cag	CG12346|Dmel\CG12346	cag	protein-coding
Insv_ChIPnexus_peak_11630	chr3R	24461064	24461222	+	52	NA	promoter-TSS (NM_143368)	promoter-TSS (NM_143368)	-322	NM_143367	43387	Dm.1356	NM_143367		CG10011	Dmel\CG10011	uncharacterized protein	protein-coding
Insv_ChIPnexus_peak_10423e	chr3R	13620761	13621935	+	52	NA	TTS (NM_142399)	TTS (NM_142399)	551	NM_001260229	42139	Dm.5918	NM_142398		pasi1	CG7713|Dmel\CG7713|dmCG7713	pasiflora 1	protein-coding
Insv_ChIPnexus_peak_1001	chr2L	8126863	8127038	+	52	NA	promoter-TSS (NM_135340)	promoter-TSS (NM_135340)	-51	NM_001298811	34107	Dm.347	NM_135340		CG8668	Dmel\CG8668|GalT4|dbeta3GnT	CG8668	protein-coding
Insv_ChIPnexus_peak_11482	chr3R	22622096	22622371	+	52	NA	Intergenic	Intergenic	-2530	NM_170287	43222	Dm.2347	NM_079794		Tl	CG5490|CT17414|Dmel\CG5490|EP(3)1051|EP1051|Fs(1)Tl|Fs(3)Tl|T1|TL|TOL|Toll-1|Toll1|dToll|dToll1|mat(3)9|mel(3)10|mel(3)9|tl|toll|toll-1	Toll	protein-coding
Insv_ChIPnexus_peak_5539e	chr3L	171194	172045	+	52	NA	promoter-TSS (NM_001144389)	promoter-TSS (NM_001144389)	-122	NM_167797	38021	Dm.792	NM_167797		p130CAS	CG1212|CT1293|DCas|Dcas|Dmel\CG1212|p130Cas	p130CAS	protein-coding
Insv_ChIPnexus_peak_12009a	chr3R	27743186	27743573	+	52	NA	intron (NM_170581, intron 4 of 13)	intron (NM_170581, intron 4 of 13)	17513	NM_001170318	48571	Dm.19417	NM_079964		heph	CG2094|CG2290|CG31000|DmPTB|Dmel\CG31000|HEPH|Heph|PTB|Ptb|dPTB|dmPTB|ema|hnRNP I|l(3)03429|l(3)j11B9|ptb	hephaestus	protein-coding
Insv_ChIPnexus_peak_11203a	chr3R	19931432	19931637	+	52	NA	promoter-TSS (NM_079751)	promoter-TSS (NM_079751)	-49	NM_001316616	42854	Dm.2366	NM_079751		Syx1A	CG10716|CG18615|CG31136|CG31136/CG33100|CG5448|CT30033|Dm Syx1|DmSyx1A|Dmel\CG31136|SYX|SYX 1A|SYX1A|Stx1a|Syt1A|Syx|Syx-1A|Syx1|Syx1a|SyxA|anon-EST:Gibbs4|anon-WO02059370.54|dSyx1|dsyn-1A|l(3)06737|synt|syt-1A|syx|syx-1|syx-1A|syx1|syx1A	Syntaxin 1A	protein-coding
Insv_ChIPnexus_peak_10604	chr3R	14973825	14973919	+	52	NA	promoter-TSS (NR_074028)	promoter-TSS (NR_074028)	-240	NM_169848	42295	Dm.3211	NM_142527		Ppcs	BcDNA:GH03502|CG5629|Dmel\CG5629|GH03502|PPCS|anon-WO0118547.401|dPPCS	Phosphopantothenoylcysteine synthetase	protein-coding
Insv_ChIPnexus_peak_13750b	chrX	11748799	11749112	+	52	NA	promoter-TSS (NM_132528)	promoter-TSS (NM_132528)	9	NM_167310	32141	Dm.17501	NM_132527		CG10347	Dmel\CG10347|HSP20|Q9VYT5	uncharacterized protein	protein-coding
Insv_ChIPnexus_peak_8574b	chr3LHet	1005035	1005430	+	52	NA	intron (NM_001316486, intron 2 of 5)	DM297_I|LTR|Gypsy	48447	NM_001316486	26067050		NM_001316486		CG45782	CG40467|CG41087|CG41343|Dmel\CG45782|Dmel_CG40467|Dmel_CG41087|Dmel_CG41343|GH10292|Slc45-2	uncharacterized protein	protein-coding
Insv_ChIPnexus_peak_11235c	chr3R	20085114	20085517	+	52	NA	promoter-TSS (NM_001275976)	promoter-TSS (NM_001275976)	-105	NM_170138	42889	Dm.7884	NM_079754		jar	95F|95F MHC|CG5695|Dm 95F|Dm95F|Dmel\CG5695|Dro95F|JAG|Jaguar|Jar|M6|MHC95F|MYOVI|Mhc95F|Myo1A|MyoVI|Myosin VI|dMyoVI|jag|ms(3)06746|myo VI|myosins VI	jaguar	protein-coding
Insv_ChIPnexus_peak_14735a	chrX	20459152	20460083	+	52	NA	Intergenic	Intergenic	14308	NM_001169340	8673961		NM_001169340		CG42580	Dmel\CG42580|HDC19854	uncharacterized protein	protein-coding
Insv_ChIPnexus_peak_13170a	chrX	6990065	6990262	+	52	NA	intron (NM_001272376, intron 1 of 7)	intron (NM_001272376, intron 1 of 7)	936	NM_167113	3772180	Dm.4502	NM_080052		Sxl	CG14425|CG14425/CG18350|CG18350|CG33070|CG43770|DmSxl|Dmel\CG43770|Dmel_CG14425|Dmel_CG18350|Fl|Mex156|ORF2|SXL|Su(da)|Sx1|SxL|Sxl-1 Sxl-2|SxlPe|SxlPm|dSXL|fs(1)K1274|fs(1)M106|l(1)6Fa|melSxl|sxl	Sex lethal	protein-coding
Insv_ChIPnexus_peak_13114b	chrX	6583191	6583534	+	52	NA	promoter-TSS (NM_132113)	promoter-TSS (NM_132113)	-555	NM_132113	31608	Dm.57	NM_132113		CG3184	Dmel\CG3184	CG3184	protein-coding
Insv_ChIPnexus_peak_6134	chr3L	4363998	4364167	+	52	NA	promoter-TSS (NM_001104031)	promoter-TSS (NM_001104031)	20	NM_001274483	38534	Dm.7348	NM_139636		Cip4	CG11341|CG15015|DCIP4|Dmel\CG15015|cip4|dCIP4|dcip4	Cdc42-interacting protein 4	protein-coding
Insv_ChIPnexus_peak_10546	chr3R	14484996	14485089	+	51	NA	promoter-TSS (NM_058105)	promoter-TSS (NM_058105)	-11	NM_001300467	42237		NM_169826		CG31224	CG17796|CG7696|Dmel\CG31224|l(3)c00083	uncharacterized protein	protein-coding
Insv_ChIPnexus_peak_7729	chr3L	17372095	17372278	+	51	NA	TTS (NM_140717)	TTS (NM_140717)	444	NM_168724	39936	Dm.14940	NM_140716		Cad74A	CG6445|CT20086|Cad74B|DCad74B|Dmel\CG6445|cad74A	Cadherin 74A	protein-coding
Insv_ChIPnexus_peak_11639	chr3R	24634093	24634168	+	51	NA	TTS (NM_144012)	TTS (NM_144012)	1706	NM_144012	50092		NM_144012		CheB98a	CG14531|CheB98ap|Dmel\CG14531	Chemosensory protein A 98a	protein-coding
Insv_ChIPnexus_peak_6890	chr3L	11236396	11236579	+	51	NA	Intergenic	Intergenic	-3566	NR_124876	19835946		NR_124876		CR44713	Dmel\CR44713	ncRNA	ncRNA
Insv_ChIPnexus_peak_13175	chrX	6998262	6998554	+	51	NA	promoter-TSS (NM_132156)	promoter-TSS (NM_132156)	116	NM_132155	31657	Dm.90	NM_132155		CG4617	CC28|Dmel\CG4617	CG4617	protein-coding
Insv_ChIPnexus_peak_12231	chr4	1044597	1044640	+	51	NA	intron (NM_079898, intron 1 of 9)	FB4_DM|DNA|Tc1	3109	NM_166804	43832	Dm.1408	NM_079898		PlexA	BcDNA:GM05237|CG11081|D-Plex A|DPlexA|Dmel\CG11081|Plex1|PlexA1|lincRNA.927|plex|plex A|plexA	Plexin A	protein-coding
Insv_ChIPnexus_peak_6187a	chr3L	5138856	5139472	+	51	NA	promoter-TSS (NM_139687)	promoter-TSS (NM_139687)	-1	NM_168110	38596	Dm.848	NM_139687		CG10671	Dmel\CG10671|FIT2|i136	uncharacterized protein	protein-coding
Insv_ChIPnexus_peak_3653a	chr2R	7780276	7780592	+	51	NA	promoter-TSS (NR_001718)	promoter-TSS (NR_001718)	-194	NR_001718	3772621		NR_001718		snoRNA:Me28S-A1322	CR32905|Dm-797|DmSnR61c|Dmel\CR32905|Me28S-A1322(Z1)|SnR61|Z1|chr2R:7409020..7409115|snoR797|snoRNA Z1|snoRNA:Z1	ncRNA	ncRNA
Insv_ChIPnexus_peak_10783	chr3R	16775718	16775779	+	51	NA	intron (NM_169936, intron 1 of 9)	intron (NM_169936, intron 1 of 9)	1246	NM_169938	48971	Dm.6725	NM_169936		Atpalpha	(Na[+]/k[+])-ATPase|ATP-alpha|ATPBagr|ATPa|ATPalpha|Atp a|Atpa|CG5670|Da-47|Dmel\CG5670|JY|K ATPase|K-ATPase|K[+] -ATPase|K[+]-ATPase|K[+]-ATPase alpha subunit|K[+]-ATPase alpha-subunit|Na|Na+-K+-ATPase|Na+/K+ ATPase alpha subunit|Na-p|Na/K ATPase|Na/K-ATPase|Na/K-ATPase alpha-subunit|NaK|NaK ATPase|Na[+]|Na[+]-K[+]-ATPase alpha[[5]]-subunit|Na[+]/K[+] ATPase|Na[+]/K[+]-ATPase|Na[+]/K[+]ATPase|Na[+]K[+] ATPase|Na[+]K[+]-ATPase|Na[+]K[+]ATPase|atpalpha|dnATPase|l(3)01164|l(3)01453|l(3)04492|l(3)j3B2|l(3)j3B7|l(3)j6A4|l(3)rM454|l(3)ry136|sodium/potassium transporting ATPase alpha	Na pump alpha subunit	protein-coding
Insv_ChIPnexus_peak_5026b	chr2R	18005563	18005969	+	51	NA	intron (NM_166507, intron 1 of 7)	intron (NM_166507, intron 1 of 7)	-1919	NM_001169778	37521	Dm.7264	NM_137796		Vrp1	CG13503|D-WIP|Dm_Vrp1|Dmel\CG13503|Sltr|WIP|dWIP|sltr|solas|vrp|vrp1|wip	Verprolin 1	protein-coding
Insv_ChIPnexus_peak_11757	chr3R	25574517	25574627	+	51	NA	promoter-TSS (NM_079826)	promoter-TSS (NM_079826)	19	NM_079826	43507	Dm.8032	NM_079826		ATPsyngamma	ATPG|ATPG_DROME|ATPsyn-gam|ATPsyn-gamma|CG7610|Dmel\CG7610	ATP synthase, gamma subunit	protein-coding
Insv_ChIPnexus_peak_5955c	chr3L	3165009	3165313	+	51	NA	promoter-TSS (NM_139519)	promoter-TSS (NM_139519)	-20	NM_167993	317952	Dm.20888	NM_167992		CG32280	BcDNA:GM08588|Dmel\CG32280	uncharacterized protein	protein-coding
Insv_ChIPnexus_peak_10923a	chr3R	17486636	17486872	+	51	NA	promoter-TSS (NM_001300526)	promoter-TSS (NM_001300526)	-161	NM_001300526	42550	Dm.7299	NM_079713		E2f1	CG6376|DRTF1/E2F|DmE2F-1|Dmel\CG6376|Dp|E(Sev-CycE)3A|E(var)3-93E|E(var)3-95E|E(var)93E|E2F|E2F-1|E2F1|E2f|Evar(3)164|dE2F|dE2F1|dE2f|dE2f1|de2f1|def21|drosE2F1|e2f|e2f1|l(3)07172|l(3)j3B1|l(3)j3C2|l(3)rM729	E2F transcription factor 1	protein-coding
Insv_ChIPnexus_peak_4739	chr2R	15556410	15556870	+	51	NA	promoter-TSS (NM_166372)	promoter-TSS (NM_166372)	-67	NM_166372	49636	Dm.1536	NM_080529		hrg	CG9854|Dmel\CG9854|PAP|Pap|l(2)07619|l(2)k07619	hiiragi	protein-coding
Insv_ChIPnexus_peak_3423c	chr2R	6367381	6368237	+	51	NA	promoter-TSS (NM_136747)	promoter-TSS (NM_136747)	141	NM_136748	36111	Dm.3848	NM_136748		CG17765	Dmel\CG17765	uncharacterized protein	protein-coding
Insv_ChIPnexus_peak_5959	chr3L	3193064	3193142	+	51	NA	promoter-TSS (NM_139526)	promoter-TSS (NM_139526)	-113	NM_079175	38389	Dm.2800	NM_079175		Hsp83	143198_at|83|83K HSP|CG1242|DMHSP82|DmHsp83|Dmel\CG1242|E(sev)3A|E(sina)2|HSP82|HSP83|HSP90|HSP90A1|Hsp82|Hsp90|ORF1|P02828|Su(Raf)3A|anon-EST:Liang-2.53|anon-WO0068693|anon-WO0140519.209|clone 2.53|en(lz)3C/4C|hsp82|hsp83|hsp84|hsp90|l(3)j5C2|ms(3)08445|stc	Heat shock protein 83	protein-coding
Insv_ChIPnexus_peak_4466b	chr2R	13385856	13386846	+	51	NA	Intergenic	(GGATG)n|Simple_repeat|Simple_repeat	-3508	NM_001032264	3772015	Dm.2152	NM_001032264		nw	Bla|CG18431|CG33006|CG43164|CG4844|CG4844a|CG4844b|Dmel\CG43164|Dmel_CG18431|Dmel_CG4844|anon-EST:fe2D7|anon2D7|lance	narrow	protein-coding
Insv_ChIPnexus_peak_13194	chrX	7146149	7146226	+	51	NA	intron (NR_123820, intron 3 of 4)	intron (NR_123820, intron 3 of 4)	-14750	NM_132158	31661	Dm.8174	NM_132158		CG1958	Dmel\CG1958	CG1958	protein-coding
Insv_ChIPnexus_peak_11563a	chr3R	23384774	23385027	+	51	NA	promoter-TSS (NM_079808)	promoter-TSS (NM_079808)	-33	NM_001260410	43310	Dm.6230	NM_079808		Klp98A	CG5658|DmKlp98A|DmSNX23|Dmel\CG5658|KIF 16A|KIF16A/B|KLP6|KLP98A|Klp6|Klp98a	Kinesin-like protein at 98A	protein-coding
Insv_ChIPnexus_peak_4481	chr2R	13435201	13435311	+	51	NA	promoter-TSS (NM_001103889)	promoter-TSS (NM_001103889)	-18	NM_001299608	36986		NM_079051		MESR4	CG4903|Dmel\CG4903|EP(2)0988|EP0386|EP0988|EP988|MSR4|Mesr4	Misexpression suppressor of ras 4	protein-coding
Insv_ChIPnexus_peak_6550	chr3L	8442359	8442597	+	51	NA	promoter-TSS (NM_139970)	promoter-TSS (NM_139970)	-1	NM_001300055	38964	Dm.11134	NM_139970		CG6983	Dmel\CG6983	CG6983	protein-coding
Insv_ChIPnexus_peak_8854a	chr3R	1497616	1497801	+	51	NA	intron (NM_206434, intron 1 of 4)	intron (NM_206434, intron 1 of 4)	2273	NM_206434	40700	Dm.17168	NM_141316		Atg17	CG1347|Dmel\CG1347|FIP200|Fip200|RB1CC1|fip200	Autophagy-related 17	protein-coding
Insv_ChIPnexus_peak_4542a	chr2R	13736729	13737899	+	51	NA	intron (NM_137429, intron 2 of 4)	intron (NM_137429, intron 2 of 4)	-1053	NM_001274134	37040	Dm.7627	NM_137429		olf186-F	BcDNA:LD03241|CG11430|CRACM1|Dmel\CG11430|Olf186-F|Orai|Orai1|SPH206|dOrai|dOrai1|dorai|l(2)k11505|orai	olf186-F	protein-coding
Insv_ChIPnexus_peak_2588	chr2L	21166614	21166680	+	51	NA	promoter-TSS (NM_001259193)	promoter-TSS (NM_001259193)	-23	NM_001259193	13084069	Dm.30865	NM_001259192		CG43346	CG9243|Dmel\CG43346|Dmel_CG9243	uncharacterized protein	protein-coding
Insv_ChIPnexus_peak_12600	chrX	1771271	1771388	+	51	NA	promoter-TSS (NM_130598)	promoter-TSS (NM_130598)	-21	NM_130598	31146	Dm.11436	NM_130598		CG14805	Dmel\CG14805|EG:63B12.7|i207	uncharacterized protein	protein-coding
Insv_ChIPnexus_peak_5180a	chr2R	19410476	19410685	+	51	NA	promoter-TSS (NM_137959)	promoter-TSS (NM_137959)	556	NM_079974	44172	Dm.1428	NM_079974		RabX1	AAF47018|CG3870|Chrw|DmRabX1|Dmel\CG3870|RAB5c|chr|chrw|l(2)k06908|rabX1	RabX1	protein-coding
